Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
41,TOR,Roko Ukić,,2,85,987,341,78,165,.387,.189,.746,11.6,4.0,0.9,1.9,-0.2,-.007,-4.3,-0.6
42,GSW,Chris Taft,Pitt,1,17,144,47,36,2,.605,,.167,8.5,2.8,2.1,0.1,0.5,.155,-0.7,0.0
43,NJN,Mile Ilić,,1,5,6,0,1,0,.000,,,1.2,0.0,0.2,0.0,-0.2,-1.264,-52.0,-0.1
44,ORL,Martynas Andriuškevičius,,1,6,9,0,4,0,.000,,,1.5,0.0,0.7,0.0,0.0,.155,5.2,0.0
45,PHI,Lou Williams,,17,1123,27104,15593,2484,3789,.419,.351,.842,24.1,13.9,2.2,3.4,65.7,.116,1.4,23.2
46,IND,Erazem Lorbek,,,,,,,,,,,,,,,,,,
47,MIN,Bracey Wright,Indiana,2,26,325,129,39,20,.405,.324,.794,12.5,5.0,1.5,0.8,0.5,.068,-1.6,0.0
48,SEA,Mickaël Gelabale,,3,145,2348,670,330,115,.470,.316,.815,16.2,4.6,2.3,0.8,3.0,.062,-2.1,0.0
49,WAS,Andray Blatche,,9,564,12462,5706,3024,798,.467,.237,.725,22.1,10.1,5.4,1.4,19.2,.074,-0.8,3.8
50,BOS,Ryan Gomes,Providence,8,487,13463,4926,2239,712,.445,.349,.799,27.6,10.1,4.6,1.5,19.4,.069,-1.6,1.4
51,UTA,Robert Whaley,Walsh University,1,23,212,49,43,17,.404,,.500,9.2,2.1,1.9,0.7,0.0,.004,-5.1,-0.2
52,DEN,Axel Hervelle,,,,,,,,,,,,,,,,,,
53,BOS,Orien Greene,Louisiana,4,131,1555,326,195,155,.387,.212,.642,11.9,2.5,1.5,1.2,-0.7,-.022,-4.6,-1.0
54,NYK,Dijon Thompson,UCLA,2,16,93,45,19,3,.425,.308,.875,5.8,2.8,1.2,0.2,0.2,.102,-0.5,0.0
55,SEA,Lawrence Roberts,Mississippi State,2,87,1150,334,310,35,.452,.000,.688,13.2,3.8,3.6,0.4,2.5,.106,-1.9,0.0
56,DET,Amir Johnson,,14,870,18323,6102,4692,1073,.570,.332,.673,21.1,7.0,5.4,1.2,55.3,.145,0.3,10.6
57,PHO,Marcin Gortat,,12,806,20691,7951,6407,915,.551,.150,.680,25.7,9.9,7.9,1.1,61.3,.142,0.4,12.7
58,TOR,Uroš Slokar,,1,20,72,38,14,1,.538,.500,.692,3.6,1.9,0.7,0.1,0.1,.042,-5.6,-0.1
59,ATL,Cenk Akyol,,,,,,,,,,,,,,,,,,
60,DET,Alex Acker,Pepperdine,2,30,234,81,29,16,.370,.320,.500,7.8,2.7,1.0,0.5,-0.2,-.043,-5.3,-0.2
1,ORL,Dwight Howard,,18,1242,39457,19485,14627,1676,.587,.214,.567,31.8,15.7,11.8,1.3,141.7,.172,1.9,39.0
2,CHA,Emeka Okafor,UConn,10,616,19055,7370,5967,520,.512,.000,.586,30.9,12.0,9.7,0.8,45.3,.114,-0.6,6.8
3,CHI,Ben Gordon,UConn,11,744,20366,11084,1851,1868,.432,.401,.857,27.4,14.9,2.5,2.5,33.3,.078,-0.3,8.7
4,LAC,Shaun Livingston,,14,833,17188,5231,1989,2483,.486,.178,.794,20.6,6.3,2.4,3.0,29.9,.084,-1.0,4.3
5,WAS,Devin Harris,Wisconsin,15,985,23963,10597,2151,3869,.432,.325,.796,24.3,10.8,2.2,3.9,54.9,.110,0.6,15.5
6,ATL,Josh Childress,Stanford,8,391,10432,3548,1850,609,.522,.329,.779,26.7,9.1,4.7,1.6,25.7,.118,0.8,7.4
7,PHO,Luol Deng,Duke,15,902,30941,13361,5468,2042,.456,.332,.769,34.3,14.8,6.1,2.3,74.0,.115,0.9,22.9
8,TOR,Rafael Araújo,BYU,3,139,1585,389,395,41,.405,.250,.679,11.4,2.8,2.8,0.3,-0.4,-.013,-7.2,-2.1
9,PHI,Andre Iguodala,Arizona,19,1231,39507,13968,6047,5147,.463,.330,.709,32.1,11.3,4.9,4.2,100.4,.122,2.1,41.3
10,CLE,Luke Jackson,Oregon,4,73,724,252,89,58,.357,.360,.732,9.9,3.5,1.2,0.8,0.2,.010,-3.7,-0.3
11,GSW,Andris Biedriņš,,10,516,11146,3247,3631,467,.594,.000,.500,21.6,6.3,7.0,0.9,30.7,.132,-0.4,4.6
12,SEA,Robert Swift,,4,97,1500,416,376,20,.506,,.610,15.5,4.3,3.9,0.2,1.7,.054,-3.8,-0.7
13,POR,Sebastian Telfair,,10,564,12149,4183,898,1960,.390,.319,.777,21.5,7.4,1.6,3.5,5.0,.020,-3.4,-4.2
14,UTA,Kris Humphries,Minnesota,13,800,14232,5350,4314,556,.463,.293,.700,17.8,6.7,5.4,0.7,30.3,.102,-1.7,1.2
15,BOS,Al Jefferson,,14,915,26299,14343,7690,1347,.499,.121,.711,28.7,15.7,8.4,1.5,71.0,.130,1.2,21.3
16,UTA,Kirk Snyder,Nevada,4,211,3540,1333,491,241,.438,.327,.699,16.8,6.3,2.3,1.1,4.5,.061,-1.2,0.7
17,ATL,Josh Smith,,13,894,29000,12996,6653,2789,.452,.285,.632,32.4,14.5,7.4,3.1,51.0,.084,1.7,27.2
18,NOH,J.R. Smith,,16,977,26275,12148,3073,2077,.419,.373,.733,26.9,12.4,3.1,2.1,46.3,.084,0.2,14.7
19,MIA,Dorell Wright,,11,549,12280,4597,2093,850,.424,.365,.806,22.4,8.4,3.8,1.5,25.9,.101,0.9,9.1
20,DEN,Jameer Nelson,Saint Joseph's,14,878,24539,9940,2595,4508,.436,.368,.810,27.9,11.3,3.0,5.1,48.3,.094,-0.1,11.6
21,UTA,Pavel Podkolzin,,2,6,28,4,9,0,.000,,.500,4.7,0.7,1.5,0.0,-0.1,-.163,-15.0,-0.1
22,NJN,Viktor Khryapa,,4,143,2351,643,492,142,.443,.292,.658,16.4,4.5,3.4,1.0,2.0,.041,-3.5,-0.9
23,POR,Sergei Monia,,1,26,343,77,52,19,.333,.265,.714,13.2,3.0,2.0,0.7,-0.2,-.025,-5.3,-0.3
24,BOS,Delonte West,Saint Joseph's,8,432,11842,4198,1265,1540,.448,.372,.826,27.4,9.7,2.9,3.6,24.5,.099,0.9,8.7
25,BOS,Tony Allen,Oklahoma State,14,820,18055,6654,2884,1077,.475,.282,.709,22.0,8.1,3.5,1.3,38.7,.103,0.3,10.4
26,SAC,Kevin Martin,Western Carolina University,12,714,21559,12396,2278,1352,.437,.384,.870,30.2,17.4,3.2,1.9,61.3,.137,1.0,16.1
27,LAL,Sasha Vujačić,,10,581,8908,3094,1093,748,.390,.367,.858,15.3,5.3,1.9,1.3,16.0,.086,-1.0,2.3
28,SAS,Beno Udrih,,13,831,18185,6952,1712,2858,.463,.349,.833,21.9,8.4,2.1,3.4,31.4,.083,-0.9,4.9
29,IND,David Harrison,Colorado,4,189,2686,949,549,47,.530,,.525,14.2,5.0,2.9,0.2,3.2,.057,-4.4,-1.7
30,MIN,,,,,,,,,,,,,,,,,,,
31,ORL,Anderson Varejão,,14,632,15087,4574,4531,737,.509,.023,.630,23.9,7.2,7.2,1.2,46.4,.148,0.3,8.8
32,CHI,Jackson Vroman,Iowa State,2,87,1111,285,261,51,.408,.000,.580,12.8,3.3,3.0,0.6,0.0,.001,-5.1,-0.9
33,WAS,Peter John Ramos,,1,6,20,11,4,0,.500,,.500,3.3,1.8,0.7,0.0,0.0,-.108,-10.0,0.0
34,LAC,Lionel Chalmers,Xavier,1,36,433,111,31,51,.336,.245,.625,12.0,3.1,0.9,1.4,-0.2,-.025,-5.3,-0.4
35,ATL,Donta Smith,Southeastern Illinois College,2,61,560,165,66,48,.421,.308,.650,9.2,2.7,1.1,0.8,0.5,.043,-3.2,-0.2
36,SEA,Andre Emmett,Texas Tech,2,14,73,20,8,1,.462,.000,.615,5.2,1.4,0.6,0.1,0.1,.040,-5.5,-0.1
37,ORL,Antonio Burks,Memphis,2,81,789,186,49,104,.387,.235,.571,9.7,2.3,0.6,1.3,0.1,.004,-5.0,-0.6
38,ATL,Royal Ivey,Texas,10,492,6162,1641,557,501,.406,.361,.706,12.5,3.3,1.1,1.0,4.5,.035,-3.8,-2.7
39,CHI,Chris Duhon,Duke,9,606,15526,3946,1364,2690,.393,.363,.784,25.6,6.5,2.3,4.4,25.0,.077,-1.2,3.2
40,TOR,Albert Miralles,,,,,,,,,,,,,,,,,,
41,BOS,Justin Reed,Ole Miss,3,136,1436,472,186,68,.404,.000,.752,10.6,3.5,1.4,0.5,0.5,.016,-5.9,-1.4
42,SEA,David Young,NC Central,,,,,,,,,,,,,,,,,
43,ATL,Viktor Sanikidze,,,,,,,,,,,,,,,,,,
44,NYK,Trevor Ariza,UCLA,18,1118,32953,11593,5356,2379,.422,.351,.731,29.5,10.4,4.8,2.1,64.3,.094,0.6,21.8
45,NOH,Tim Pickett,Florida State,,,,,,,,,,,,,,,,,
46,CHA,Bernard Robinson,Michigan,3,128,1909,576,315,126,.417,.161,.786,14.9,4.5,2.5,1.0,2.0,.049,-2.0,0.0
47,POR,Ha Seung-Jin,,2,46,316,70,67,3,.519,,.500,6.9,1.5,1.5,0.1,-0.2,-.029,-8.8,-0.5
48,MIA,Pape Sow,Cal State Fullerton,3,76,879,219,214,12,.416,,.678,11.6,2.9,2.8,0.2,0.8,.044,-5.7,-0.8
49,SAC,Ricky Minard,Morehead State University,,,,,,,,,,,,,,,,,
50,MEM,Sergei Lishouk,,,,,,,,,,,,,,,,,,
51,DAL,Vassilis Spanoulis,,1,31,272,85,22,28,.319,.172,.810,8.8,2.7,0.7,0.9,-0.1,-.010,-5.9,-0.3
52,NJN,Christian Drejer,Florida,,,,,,,,,,,,,,,,,
53,SAS,Romain Sato,Xavier,,,,,,,,,,,,,,,,,
54,MIA,Matt Freije,Vanderbilt,2,42,588,133,85,27,.293,.224,.714,14.0,3.2,2.0,0.6,-0.6,-.047,-6.0,-0.6
55,DET,Rickey Paulding,Missouri,,,,,,,,,,,,,,,,,
56,HOU,Luis Flores,Manhattan University,1,16,77,35,3,11,.483,.500,1.000,4.8,2.2,0.2,0.7,0.0,-.020,-4.8,0.0
57,LAL,Marcus Douthit,Providence,,,,,,,,,,,,,,,,,
58,SAS,Sergei Karaulov,,,,,,,,,,,,,,,,,,
59,MIN,Blake Stepp,Gonzaga,,,,,,,,,,,,,,,,,
60,IND,Rashad Wright,Georgia,,,,,,,,,,,,,,,,,
